cd_mun,nm_votavel,qt_votos
4308409,PARTIDO SOCIAL CRISTAO,2
4308409,PARTIDO SOCIAL DEMOCRATICO,1
4308409,PARTIDO SOCIALISMO E LIBERDADE,2
4308409,PARTIDO SOCIALISTA BRASILEIRO,2
4308409,PARTIDO VERDE,1
4308409,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,5
4308409,PARTIDO DOS TRABALHADORES,53
4308409,PODEMOS,1
4308409,RENAN SILVA DOS SANTOS,9
4308409,RENATO DELMAR MOLLING,1
4308409,REPUBLICANOS,3
4308409,RICARDO WAGNER,4
4308409,RONALDO NOGUEIRA DE OLIVEIRA,27
4308409,ROSELE LEANE GOTTERT,1
4308409,ROSSANO DOTTO GONCALVES,3
4308409,SABRINA EMMEL,1
4308409,SANDRO FIGUEIREDO DE OLIVEIRA,21
4308409,SERGIO PIRES DIAS,3
4308409,SOLIDARIEDADE,1
4308409,SAMILA PEREIRA MONTEIRO,1
4308409,SERGIO BERGONSI TURRA,47
4308409,TIAGO MARCELO DA SILVA MARTINS,1
4308409,UBIRATAN ANTUNES SANDERSON,23
4308409,UNIAO BRASIL,2
4308409,VERA LUCIA DA SILVA,1
4308409,VINICIUS DE MORAES BRASIL,3
4308409,VOTO BRANCO,333
4308409,VOTO NULO,84
4308409,WAGNER PETRINI,1
4308409,WAMBERT GOMES DI LORENZO,1
4308409,ZALUAR SOARES DA SILVA,9
4306320,ADA CRISTINA MUNARETTO,2
4306320,ADRIANA LEITE DA SILVA,1
4306320,AFONSO ANTUNES DA MOTTA,5
4306320,ALCEU MOREIRA DA SILVA,249
4306320,ALCIBIO MESQUITA BIBO NUNES,2
4306320,ALENCART JOAO LOCH,1
4306320,ALEXANDRE DUARTE LINDENMEYER,7
4306320,ALZIRA JANICE PERES LEAL,1
4306320,ANA CLAUDIA BITENCOURT CLAUDINO,1
4306320,ANA MARIA INES LEHN,4
4306320,ANY MACHADO ORTIZ,2
4306320,ASSIS FLAVIO DA SILVA MELO,3
4306320,CARLOS ALBERTO BENEDETTI,1
4306320,CARLOS AUGUSTO DA SILVA LOPES,2
4306320,CARMEN ZOLEIKE FLORES INACIO,1
4306320,CLAUDIA SCHIEDECK SOARES DE SOUZA,4
4306320,CLENIO FAVIN,2
4306320,CRISTIANE DA SILVA CONCEICAO,2
4306320,DAIANA DE OLIVEIRA LUZ,1
4306320,DALCISO EBERHARDT DE OLIVEIRA,3
4306320,DANRLEI DE DEUS HINTERHOLZ,69
4306320,DARCI POMPEO DE MATTOS,16
4306320,DIONILSO MATEUS MARCON,81
4306320,DOUGLAS DOS SANTOS,5
4306320,ELVINO JOSE BOHN GASS,135
4306320,ERIC LINS GRILO,8
4306320,FAVIO MARCEL TELIS GONZALEZ,3
4306320,FERNANDA MELCHIONNA E SILVA,2
4306320,FERNANDO EDISON DOMINGUES SOARES,1
4306320,FRANCIANE ABADE BAYER MULLER,2
4306320,FABIA ALMEIDA RICHTER,11
4306320,GICELA JANAINA PERES DE FREITAS,1
4306320,GIOVANI BATISTA FELTES,129
4306320,GIOVANI CHERINI,57
4306320,HEITOR JOSE SCHUCH,41
4306320,HUMBERTO MATOS DE OLIVEIRA,1
4306320,JOAO CARLOS BOGORNI,1
4306320,JONATHAN JEAN RODRIGUES,8
4306320,JORGE ALAN SOUZA,18
4306320,JOSE ALBERTO REUS FORTUNATI,2
4306320,JOSE RICARDO ADAMY DA ROSA,1
4306320,JULIANA BRIZOLA,4
4306320,KELLY APARECIDA SULZBACHER DA SILVA,1
4306320,LEANDRO ALVES DE ALMEIDA,1
4306320,LUANA PASQUETTI,1
4306320,LUCAS BELLO REDECKER,11
4306320,LUCIANO GUILHERME CESA,1
4306320,LUCIANO LORENZINI ZUCCO,6
4306320,LUCIANO PALMA DE AZEVEDO,5
4306320,LUIS ANTONIO FRANCISCATTO COVATTI,247
4306320,MARA ROSANE RODRIGUES,1
4306320,MARCEL VAN HATTEM,26
4306320,MARCELO AMARO BUZ,3
4306320,MARCELO DE BRUM DA COSTA,3
4306320,MARCIO DELLA VALLE BIOLCHI,285
4306320,MARCO AURELIO SOARES ALBA,2
4306320,MARIA DE LOURDES DOS SANTOS SPRENGER,1
4306320,MARIA DO ROSARIO NUNES,20
4306320,MARIA TEREZA TAVARES FUJII,3
4306320,MARIO SANDER BRUCK,4
4306320,MARLI RIBEIRO SERPA,2
4306320,MARLON ARATOR SANTOS DA ROSA,12
4306320,MAURICIO ALEXANDRE DZIEDRICKI,5
4306320,MAURICIO BEDIN MARCON,16
4306320,MAURO PEREIRA,2
4306320,MOVIMENTO DEMOCRATICO BRASILEIRO,12
4306320,NADINE CONRAD DUBAL,9
4306320,NELSON MARCHEZAN JUNIOR,4
4306320,NEREU PIOVESAN,5
4306320,NESTOR PEDRO SCHWERTNER,1
4306320,OSMAR GASPARINI TERRA,400
4306320,OSVALDIR RIBEIRO DE SOUZA,1
4306320,PAULO AFONSO BURMANN,8
4306320,PAULO ROBERTO SEVERO PIMENTA,13
4306320,PEDRO BANDARRA WESTPHALEN,3
4306320,PEDRO MACARI,1
4306320,PROGRESSISTAS,7
4306320,PARTIDO COMUNISTA BRASILEIRO,1
4306320,PARTIDO COMUNISTA DO BRASIL,1
4306320,PARTIDO DEMOCRATICO TRABALHISTA,10
4306320,PARTIDO LIBERAL,4
4306320,PARTIDO SOCIAL DEMOCRATICO,4
4306320,PARTIDO SOCIALISMO E LIBERDADE,1
4306320,PARTIDO SOCIALISTA BRASILEIRO,1
4306320,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
4306320,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,7
4306320,PARTIDO DOS TRABALHADORES,17
4306320,REPUBLICANOS,3
4306320,RICARDO WAGNER,2
4306320,ROGERIO CHIMANSKI DA FONTOURA,1
4306320,RONALDO NOGUEIRA DE OLIVEIRA,6
4306320,SANDRO FIGUEIREDO DE OLIVEIRA,1
4306320,SANDRO JOAO DAMASCENO CYNTRAO,1
4306320,SERGIO BERGONSI TURRA,4
4306320,UBIRATAN ANTUNES SANDERSON,55
4306320,VAGNER DA ROSA FAN,1
4306320,VILMAR LOURENCO,1
4306320,VIVIANE PAULA DA SILVA PINTO,3
4306320,VOTO BRANCO,78
4306320,VOTO NULO,27
4308508,ABDIAS FELIPE FRANCO,1
4308508,ABRAO NUNES MARTINS,1
4308508,ABRAO FERNANDES GODOIS,1
4308508,ADA CRISTINA MUNARETTO,9
4308508,ADEMAR RODRIGUES DE MORAES,1
4308508,ADEMIR JOSE ANDRIOLI GONZATTO,1
4308508,ADRIANO GUERRA STRACK,4
4308508,AFONSO ANTUNES DA MOTTA,234
4308508,AIRTON JOSE DE SOUZA,4
4308508,AIRTON PEREIRA DA SILVA,1
4308508,AIRTON RIBAS,1
4308508,ALBERTO FRANTZ JUNIOR,1
4308508,ALCEU MOREIRA DA SILVA,352
4308508,ALCIBIO MESQUITA BIBO NUNES,65
4308508,ALENCART JOAO LOCH,2
4308508,ALEXANDRE DUARTE LINDENMEYER,8
4308508,ALINE DE OLIVEIRA KERBER,1
4308508,ANA CLAUDIA BITENCOURT CLAUDINO,5
4308508,ANA MARIA INES LEHN,17
4308508,ANA PAULA DUPUY PATELLA PASE,1
4308508,ANA VALESCA BASTOS HOERLLE,1
4308508,ANACLETO ZANELLA,7
4308508,ANAXIMANDRO ZAMBONATTO PEZZIN,2
4308508,ANDERSON NARCISO FERREIRA,10
4308508,ANDREIA MARIA TEIXEIRA GREZZANA,1
4308508,ANDRESA CRISTINA DE SOUZA,4
4308508,ANDRE NUNES PACHECO,1
4308508,ANGELICA MENEGAS,2
4308508,ANTONIO CARLOS GOMES DA SILVA,77
4308508,ANY MACHADO ORTIZ,38
4308508,ASSIS FLAVIO DA SILVA MELO,4
4308508,AVANTE,1
4308508,BRASIL FERNANDO SANTOS OLIVEIRA,1
4308508,CARINA BELOME LEMES,4
4308508,CARLOS ALBERTO BENEDETTI,4
4308508,CARLOS AUGUSTO DA SILVA LOPES,20
4308508,CARLOS EDUARDO DA SILVA MONTEIRO,4
4308508,CARLOS HENRIQUE VIEIRA DA SILVA JUNIOR,1
4308508,CARMEM LORENI BIAZOLOR MIRANDA,1
4308508,CARMEN ZOLEIKE FLORES INACIO,1
4308508,CATIUSCIA BUENO DOS SANTOS,3
4308508,CHARLES BERNHARD SCHULLE,3
4308508,CHRISTOPHER ALVES RAMOS,1
4308508,CLARICE CHIOMENTO MINOZZO,8
4308508,CLAUDETE APARECIDA FERREIRA NEVES,10
4308508,CLAUDIA SCHIEDECK SOARES DE SOUZA,10
4308508,CLAUDINO FARIAS MURILLO JUNIOR,2
4308508,CLEBERSON PEREIRA GARDIN,3
4308508,CLENIO FAVIN,275
4308508,CLAUDIA REGINA MENDES AVILA,1
4308508,CRISTIANE DA SILVA CONCEICAO,1
4308508,CRISTIANO FERREIRA MORAES,10
4308508,CIDADANIA,9
4308508,CESAR EDUARDO BONFANTI,2
4308508,DAIANA DE OLIVEIRA LUZ,8
4308508,DAIANA SILVA DOS SANTOS,83
4308508,DALCISO EBERHARDT DE OLIVEIRA,17
4308508,DANIEL PETTERLE SILVEIRA MUSSI,28
4308508,DANIEL TRZECIAK DUARTE,15
4308508,DANRLEI DE DEUS HINTERHOLZ,151
4308508,DARCI POMPEO DE MATTOS,260
4308508,DARI DA SILVA,2
4308508,DENISE DA SILVA PESSOA,23
4308508,DIONILSO MATEUS MARCON,882
4308508,DIOGENES BERTHES DA SILVA,1
4308508,DOUGLAS DOS SANTOS,48
4308508,DEBORA DE BAIRROS BRAGA,6
4308508,EDILSON RODRIGUES ZAMBARDA,2
4308508,EDUARDO EVALDT MANIQUE,1
4308508,ELIANE DA SILVA,3
4308508,ELVINO JOSE BOHN GASS,163
4308508,ENIO EGON BERGMANN BACCI,2
4308508,ERALDO ANTONIO ALMEIDA ROGGIA,1
4308508,ERIC LINS GRILO,38
4308508,ERINEI ARMANDO LOCATELLI,12
4308508,EVANIA MARIA SILVEIRA NUNES DE LIMA,1
4308508,FABIO BERNI REATEGUI,30
4308508,FABIO MAIA OSTERMANN,40
4308508,FAVIO MARCEL TELIS GONZALEZ,14
4308508,FELIPE ALEXANDRE KLEIN DIEHL,1
4308508,FELIPE CRUZ PEDRI,76
4308508,FERNANDA MELCHIONNA E SILVA,198
4308508,FERNANDO EDISON DOMINGUES SOARES,3
4308508,FILIPE MACHADO MACHADO,5
4308508,FLAVIO SANTOS DUARTE,2
4308508,FRANCIANE ABADE BAYER MULLER,26
4308508,FRANCIELE TAIS LINCK,3
4308508,FABIA ALMEIDA RICHTER,10
4308508,GILCA ASSMUS OURIQUES,1
4308508,GILVANI DALL OGLIO,2
4308508,GIOVANI BATISTA FELTES,719
4308508,GIOVANI CHERINI,778
4308508,GISLAINE DE FATIMA SCHMIDT PRATE PIRES,3
4308508,GRAZIELA OLIVEIRA NETO DA ROSA,2
4308508,HEITOR JOSE SCHUCH,124
4308508,HELIOMAR ATHAYDES FRANCO,2
4308508,HENRIQUE MASCARENHAS DE SOUZA,1
4308508,HUMBERTO MATOS DE OLIVEIRA,11
4308508,INGRA COSTA E SILVA,6
4308508,ISRAEL KUJAWA,2
4308508,JACKSON LUIS ARPINI,1
4308508,JADERSON TOLEDO MARETOLI,1
4308508,JEFERSON LUIZ DA ROSA FRANCA,8
4308508,JEFFERSON TIEGO DA SILVA,1
4308508,JOACIR PICOLOTTO,6
4308508,JOAO CARLOS BOGORNI,1
4308508,JOCELIN AZAMBUJA,1
4308508,JOCIMAR SANTOS DE JESUS,27
4308508,JONATHAN JEAN RODRIGUES,18
4308508,JORGE ALAN SOUZA,5329
4308508,JOSE ALBERTO REUS FORTUNATI,13
4308508,JOSE CARLOS BARBOSA ZACCARO,1
4308508,JOSE ALFONSO EBERT HAMM,16
4308508,JOSE CARLOS MORAES,1
4308508,JOSE FRANCISCO SCHULTE ULGUIM,3
4308508,JOSE OSEAS DA COSTA,6
4308508,JOSE RONALDO SANTOS DO NASCIMENTO,1
4308508,JOVANI DOS SANTOS DA SILVA,1
4308508,JOAO ANTONIO MARTINS COSTA,8
4308508,JOAO ANTONIO PEREIRA MACHADO,4
4308508,JULIANA BRIZOLA,45
4308508,JULIO ALBERTO BRAGA LOPES DE MOURA,1
4308508,JURANDIR BUCHWEITZ E SILVA,3
4308508,KAREN ALINE LANNES LOPES,1
4308508,KAROLAINE DIAS MEGGIATTO,2
4308508,LAERCIO THADEU PEREIRA DA SILVA,1
4308508,LAERCIO ZANCAN,6
4308508,LASIER COSTA MARTINS,30
4308508,LAURI FRANCISCO BERNARDES,1
4308508,LAVINA DIAS DE SOUZA,1
4308508,LEANDRO ALVES DE ALMEIDA,6
4308508,LELIO NUNES LOPES FILHO,3
4308508,LEONEL JOSE MOREM MATIAS,2
4308508,LILIANE MARIA DALL OSTO,40
4308508,LISSANDRA DOS SANTOS THOMSEN,3
4308508,LUCAS BELLO REDECKER,72
4308508,LUCIANE MANFRO,2
4308508,LUCIANO FERNANDES CAZORLA,1
4308508,LUCIANO GUILHERME CESA,10
4308508,LUCIANO LEDUR PERSCH,1
4308508,LUCIANO LORENZINI ZUCCO,176
4308508,LUCIANO PALMA DE AZEVEDO,28
4308508,LUCIENNE FERNANDES DOS REIS,1
4308508,LUIS ANTONIO FRANCISCATTO COVATTI,1298
4308508,LUIS CARLOS TROMBETTA,1
4308508,LUIS FERNANDO THOME MALABARBA,20
4308508,LUIS VANDER ROSA DA LUZ,23
4308508,LUIZ CARLOS GHIORZZI BUSATO,12
4308508,LUIZ JACOMINI RIGHI FILHO,1
4308508,LUCIA HELENA DA LUZ,3
4308508,LUCIA OLIVEIRA MARTINS CASTENCIO,1
4308508,MAICON LOPES BANDEIRA,2
4308508,MARA LUIZA DA SILVA GROSS,1
4308508,MARCEL MARTINS FRISON,7
4308508,MARCEL VAN HATTEM,418
4308508,MARCELO AMARO BUZ,38
4308508,MARCELO DANTAS RITTA,1
4308508,MARCELO DE BRUM DA COSTA,35
4308508,MARCELO PIRES MORAES,1
4308508,MARCIO DELLA VALLE BIOLCHI,920
4308508,MARCO ANTONIO DE LIMA,2
4308508,MARCO ANTONIO DA ROSA MARCHAND,1
4308508,MARCO AURELIO SOARES ALBA,4
4308508,MARCONI DA SILVA OLGUINS,1
4308508,MARCOS ANTONIO LANDO,4
4308508,MARCOS DIAS FERREIRA,1
4308508,MARIA DA GLORIA MENEGOTTO,2
4308508,MARIA DE LOURDES DOS SANTOS SPRENGER,9
4308508,MARIA DO ROSARIO NUNES,234
4308508,MARIA EUNICE DIAS WOLF,3
4308508,MARIA MIRACY DOS SANTOS RIBEIRO,3
4308508,MARIA RITA PY DUTRA,5
4308508,MARIA TEREZA TAVARES FUJII,17
4308508,MARIO SANDER BRUCK,5
4308508,MARISA ELOIDES SCHWARZER,6
4308508,MARISOL SANTOS SILVA LAZZARI,3
4308508,MARISTELA PANEGALLI,5
4308508,MARLI RIBEIRO SERPA,12
4308508,MARLON ARATOR SANTOS DA ROSA,166
4308508,MAURICIO ALEXANDRE DZIEDRICKI,109
4308508,MAURICIO BEDIN MARCON,275
4308508,MAURO PEREIRA,4
4308508,MICHAEL DAVID SOARES GUERIN,1
4308508,MIGUEL DUARTE CRIZEL,2
4308508,MILTON INACIO DA SILVA,1
4308508,MOISES DA SILVA BARBOZA,18
4308508,MOVIMENTO DEMOCRATICO BRASILEIRO,43
4308508,MARCIO CHAGAS DA SILVA,11
4308508,MARCIO PEREIRA FEIJO,2
4308508,NADIM HARFOUCHE,2
4308508,NADINE CONRAD DUBAL,1
4308508,NELSON MARCHEZAN JUNIOR,22
4308508,NEREU CRISPIM,14
4308508,NEREU PIOVESAN,112
4308508,NERISSON LUIZ DOS SANTOS OLIVEIRA,2
4308508,NESTOR PEDRO SCHWERTNER,3
4308508,NEVTON DA SILVA GOMES,2
4308508,NIKAYA MARTINS VIDOR MOURA,1
4308508,OLMIR CADORE,2
4308508,OSMAR GASPARINI TERRA,1706
4308508,OSVALDIR RIBEIRO DE SOUZA,3
4308508,PABLO FRAGA MENDES RIBEIRO,15
4308508,PATRICIA TAINE BECK,1
4308508,PAULA HOLZMANN DE ALMEIDA,1
4308508,PAULA MELINA TABORDA LEMOS,4
4308508,PAULO ADIR FERREIRA,1
4308508,PAULO AFONSO BURMANN,132
4308508,PAULO CESAR ALVES DA SILVA,1
4308508,PAULO DE OLIVEIRA DOS SANTOS,4
4308508,PAULO ROBERTO DA ROSA VARGAS,1
4308508,PAULO ROBERTO DA SILVA FLORES,2
4308508,PAULO ROBERTO SEVERO PIMENTA,760
4308508,PAULO VICENTE CALEFFI,16
4308508,PEDRO BANDARRA WESTPHALEN,27
4308508,PEDRO DANIEL DE OLIVEIRA SOARES,1
4308508,PEDRO ERNESTO MACEDO PEREIRA JUNIOR,1
4308508,PEDRO MACARI,1
4308508,PEDRO SOARES DE OLIVEIRA,12
4308508,PRISCILA VOIGT SEVERIANO,4
4308508,PROGRESSISTAS,36
4308508,PARTIDO COMUNISTA BRASILEIRO,2
4308508,PARTIDO COMUNISTA DO BRASIL,7
4308508,PARTIDO DEMOCRATICO TRABALHISTA,30
4308508,PARTIDO LIBERAL,69
4308508,PARTIDO NOVO,11
4308508,PARTIDO SOCIAL CRISTAO,3
4308508,PARTIDO SOCIAL DEMOCRATICO,11
4308508,PARTIDO SOCIALISMO E LIBERDADE,5
4308508,PARTIDO SOCIALISTA BRASILEIRO,2
4308508,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
4308508,PARTIDO TRABALHISTA BRASILEIRO,2
4308508,PARTIDO VERDE,3
4308508,PARTIDO DA CAUSA OPERARIA,2
4308508,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,30
4308508,PARTIDO DOS TRABALHADORES,195
4308508,PATRIOTA,6
4308508,PODEMOS,2
4308508,REGINETE SOUZA BISPO,10
4308508,RENAN SILVA DOS SANTOS,14
4308508,RENATO DELMAR MOLLING,1
4308508,RENATO SEVERINO WERLANG,1
4308508,REPUBLICANOS,24
4308508,RICARDO WAGNER,8
4308508,ROBERTO CARLOS SARTURI,11
4308508,RODRIGO DE OLIVEIRA SANTIAGO,6
4308508,ROGERIO CHIMANSKI DA FONTOURA,4
4308508,RONALDO NOGUEIRA DE OLIVEIRA,72
4308508,ROSELE LEANE GOTTERT,2
4308508,ROSSANO DOTTO GONCALVES,6
4308508,RUBENS GOLDENBERG,8
4308508,REDE SUSTENTABILIDADE,3
4308508,SANDRO FIGUEIREDO DE OLIVEIRA,2
4308508,SIMONE SUAREZ GOMES FELIPPETTO,2
4308508,SAMILA PEREIRA MONTEIRO,2
4308508,SERGIO BERGONSI TURRA,129
4308508,TAMYRES FRANCIS CARVALHO FILGUEIRA,2
4308508,TELMO VIEIRA,1
4308508,UBIRATAN ANTUNES SANDERSON,741
4308508,UNIAO BRASIL,1
4308508,VAGNER DA ROSA FAN,3
4308508,VANIA REGINA COELHO DA SILVA GOLDENBERG,1
4308508,VERA LUCIA DA SILVA,2
4308508,VITOR CARLOS FROZZA PALADINI,6
4308508,VIVIANE PAULA DA SILVA PINTO,49
4308508,VOTO BRANCO,1158
4308508,VOTO NULO,396
4308508,WAGNER LUIS DE PAULA ROSA,1
4308508,WAGNER PETRINI,1
4308508,WAMBERT GOMES DI LORENZO,3
4308508,ALVARO SOARES DE ARAUJO,6
4308508,EDSON ROIS DE LIMA FERREIRA,2
4308508,EMERSON DA COSTA SILVA,2
4306429,ADEMIR JOSE ANDRIOLI GONZATTO,1
4306429,AFONSO ANTUNES DA MOTTA,8
4306429,AIRTON JOSE DE SOUZA,1
4306429,ALCEU MOREIRA DA SILVA,10
4306429,ALENCART JOAO LOCH,1
4306429,ALEXANDRE DUARTE LINDENMEYER,1
4306429,ANTONIO ARLAN BRUM NUNES,1
4306429,ANTONIO CARLOS GOMES DA SILVA,5
4306429,ANY MACHADO ORTIZ,4
4306429,CARLOS ALBERTO BENEDETTI,1
4306429,CLAUDINO FARIAS MURILLO JUNIOR,1
4306429,CRISTIANE DA SILVA CONCEICAO,1
4306429,CIDADANIA,2
4306429,CESAR EDUARDO BONFANTI,1
4306429,DAIANA SILVA DOS SANTOS,1
4306429,DANIEL PETTERLE SILVEIRA MUSSI,1
4306429,DANRLEI DE DEUS HINTERHOLZ,2
4306429,DARCI POMPEO DE MATTOS,12
4306429,DENISE DA SILVA PESSOA,1
4306429,DIONILSO MATEUS MARCON,149
4306429,ELVINO JOSE BOHN GASS,5
4306429,FABIO BERNI REATEGUI,3
4306429,FAVIO MARCEL TELIS GONZALEZ,1
4306429,FELIPE CRUZ PEDRI,1
4306429,FELIPE ESPOSITO CORDEIRO,1
4306429,FERNANDA MELCHIONNA E SILVA,1
4306429,FLAVIA CRISTINA ABREU,1
4306429,FLAVIO SANTOS DUARTE,1
4306429,FRANCIANE ABADE BAYER MULLER,3
4306429,GIOVANI BATISTA FELTES,3
4306429,GIOVANI CHERINI,30
4306429,HEITOR JOSE SCHUCH,9
4306429,HELIOMAR ATHAYDES FRANCO,1
4306429,JOACIR PICOLOTTO,2
4306429,JONATHAN JEAN RODRIGUES,12
4306429,JORGE ALAN SOUZA,46
4306429,JOSE FRANCISCO SCHULTE ULGUIM,1
4306429,JOSE OSEAS DA COSTA,1
4306429,JULIANA BRIZOLA,5
4306429,LILIANE MARIA DALL OSTO,5
4306429,LUCAS BELLO REDECKER,75
4306429,LUCIANO LORENZINI ZUCCO,3
4306429,LUCIANO PALMA DE AZEVEDO,1
4306429,LUIS ANTONIO FRANCISCATTO COVATTI,151
4306429,LUIS FERNANDO THOME MALABARBA,1
4306429,LUIS VANDER ROSA DA LUZ,1
4306429,MARA ROSANE RODRIGUES,1
4306429,MARCEL VAN HATTEM,5
4306429,MARCELO DANTAS RITTA,1
4306429,MARCELO DE BRUM DA COSTA,249
4306429,MARCIO DELLA VALLE BIOLCHI,289
4306429,MARIA DO ROSARIO NUNES,21
4306429,MARIA TEREZA TAVARES FUJII,1
4306429,MARISTELA PANEGALLI,1
4306429,MARLON ARATOR SANTOS DA ROSA,3
4306429,MAURICIO ALEXANDRE DZIEDRICKI,3
4306429,MAURICIO BEDIN MARCON,15
4306429,MOVIMENTO DEMOCRATICO BRASILEIRO,2
4306429,NEREU CRISPIM,1
4306429,NEREU PIOVESAN,8
4306429,NEVTON DA SILVA GOMES,1
4306429,OSMAR GASPARINI TERRA,6
4306429,PAULO DE OLIVEIRA DOS SANTOS,1
4306429,PAULO ROBERTO SEVERO PIMENTA,236
4306429,PEDRO BANDARRA WESTPHALEN,85
4306429,PROGRESSISTAS,5
4306429,PARTIDO DEMOCRATICO TRABALHISTA,5
4306429,PARTIDO NOVO,1
4306429,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3
4306429,PARTIDO DOS TRABALHADORES,16
4306429,PODEMOS,1
4306429,REGINETE SOUZA BISPO,1
4306429,REPUBLICANOS,1
4306429,RICARDO WAGNER,1
4306429,RONALDO NOGUEIRA DE OLIVEIRA,2
4306429,REDE SUSTENTABILIDADE,1
4306429,SERGIO BERGONSI TURRA,2
4306429,TAMYRES FRANCIS CARVALHO FILGUEIRA,2
4306429,UBIRATAN ANTUNES SANDERSON,7
4306429,VIVIANE PAULA DA SILVA PINTO,1
4306429,VOTO BRANCO,66
4306429,VOTO NULO,21
4308607,ABDIAS FELIPE FRANCO,1
4308607,ABRAO FERNANDES GODOIS,4
4308607,ADA CRISTINA MUNARETTO,9
4308607,ADEMIR JOSE ANDRIOLI GONZATTO,2
4308607,ADRIANA LEITE DA SILVA,8
4308607,ADRIANO GUERRA STRACK,3
4308607,AFONSO ANTUNES DA MOTTA,67
4308607,AIRTON JOSE DE SOUZA,3
4308607,ALBERTO FRANTZ JUNIOR,4
4308607,ALCEU MOREIRA DA SILVA,150
4308607,ALCIBIO MESQUITA BIBO NUNES,257
4308607,ALDEMIR FOGACA ANTUNES,2
4308607,ALENCART JOAO LOCH,3
4308607,ALEXANDRE DUARTE LINDENMEYER,25
4308607,ALINE DE OLIVEIRA KERBER,8
4308607,ANA MARIA INES LEHN,26
4308607,ANA PAULA DUPUY PATELLA PASE,1
4308607,ANACLETO ZANELLA,5
4308607,ANAXIMANDRO ZAMBONATTO PEZZIN,2
4308607,ANDERSON BRAGA DORNELES,3
4308607,ANDERSON NARCISO FERREIRA,11
4308607,ANDREIA MARIA TEIXEIRA GREZZANA,1
4308607,ANDRESA CRISTINA DE SOUZA,5
4308607,ANDRE CASSIO DA SILVA OLIVEIRA,3
4308607,ANDRE NUNES PACHECO,1
4308607,ANGELA MEDEIROS DOS SANTOS NUNES,3
4308607,ANGELICA MENEGAS,4
4308607,ANTONIO ARLAN BRUM NUNES,5
4308607,ANTONIO CARLOS GOMES DA SILVA,252
4308607,ANY MACHADO ORTIZ,145
4308607,ARNO VARLEI QUEVEDO,1
4308607,ASSIS FLAVIO DA SILVA MELO,137
4308607,ATENA BEAUVOIR ROVEDA,14
4308607,AUGUSTO CESAR MARTINS DE OLIVEIRA,1
4308607,AVANTE,1
4308607,BARBARA SUSAN DA SILVA RITTA,1
4308607,BRUNO DE AZAMBUJA SILVEIRA,3
4308607,CARINA BELOME LEMES,7
4308607,CARLA GODINHO DA SILVA,2
4308607,CARLOS ALBERTO BENEDETTI,19
4308607,CARLOS AUGUSTO DA SILVA LOPES,3
4308607,CARMEN DORISOLETE MATOS FERREIRA,1
4308607,CARMEN ZOLEIKE FLORES INACIO,1
4308607,CASSIANO JORGE FONTANA,2
4308607,CATIUSCIA BUENO DOS SANTOS,1
4308607,CHARLES BERNHARD SCHULLE,3
4308607,CHRISTOPHER ALVES RAMOS,1
4308607,CINTIA REGINA FREITAS ROCKENBACH,6
4308607,CLARICE CHIOMENTO MINOZZO,8
4308607,CLAUDIA LUIZ DOS SANTOS,1
4308607,CLAUDIA SCHIEDECK SOARES DE SOUZA,1563
4308607,CLAUDINO FARIAS MURILLO JUNIOR,44
4308607,CLAUDIA REGINA MENDES AVILA,5
4308607,CRISTIANE DA SILVA CONCEICAO,1
4308607,CRISTIANO FERREIRA MORAES,17
4308607,CIDADANIA,6
4308607,CESAR EDUARDO BONFANTI,5
4308607,DAIANA DE OLIVEIRA LUZ,9
4308607,DAIANA SILVA DOS SANTOS,44
4308607,DALCISO EBERHARDT DE OLIVEIRA,10
4308607,DANIEL LAERTE LAHM,1
4308607,DANIEL PETTERLE SILVEIRA MUSSI,12
4308607,DANIEL SOUZA DOS SANTOS,72
4308607,DANIEL TRZECIAK DUARTE,14
4308607,DANRLEI DE DEUS HINTERHOLZ,237
4308607,DARCI POMPEO DE MATTOS,59
4308607,DEBORA CASSANDRA BIBIANO MACHADO,2
4308607,DENISE DA SILVA PESSOA,68
4308607,DIEGO ANTONIO ROSA DE OLIVEIRA,1
4308607,DIONILSO MATEUS MARCON,67
4308607,DIOGENES BERTHES DA SILVA,8
4308607,DORIS DENISE NEUMANN,4
4308607,DOUGLAS DOS SANTOS,98
4308607,DEBORA DE BAIRROS BRAGA,3
4308607,EDUARDO EVALDT MANIQUE,1
4308607,ELIANE DA SILVA,6
4308607,ELVINO JOSE BOHN GASS,85
4308607,ENIO EGON BERGMANN BACCI,6
4308607,ERIC LINS GRILO,127
4308607,ERINEI ARMANDO LOCATELLI,7
4308607,FABIO MAIA OSTERMANN,104
4308607,FABRICIO GUAZZELLI PERUCHIN,1
4308607,FAVIO MARCEL TELIS GONZALEZ,4
4308607,FELIPE ALEXANDRE KLEIN DIEHL,92
4308607,FELIPE AMARO FREITAS FERREIRA,5
4308607,FELIPE CRUZ PEDRI,228
4308607,FERNANDA MELCHIONNA E SILVA,239
4308607,FERNANDO EDISON DOMINGUES SOARES,17
4308607,FERNANDO PIRES BRANCO,2
