cd_mun,nm_votavel,qt_votos
4301552,ADA CRISTINA MUNARETTO,9
4301552,ADEMAR RODRIGUES DE MORAES,1
4301552,AFONSO ANTUNES DA MOTTA,5
4301552,AIRTON PEREIRA DA SILVA,6
4301552,ALCEU MOREIRA DA SILVA,29
4301552,ALCIBIO MESQUITA BIBO NUNES,1
4301552,ALENCART JOAO LOCH,5
4301552,ALEXANDRE DUARTE LINDENMEYER,5
4301552,ANA CLAUDIA BITENCOURT CLAUDINO,1
4301552,ANACLETO ZANELLA,163
4301552,ANAXIMANDRO ZAMBONATTO PEZZIN,123
4301552,ANTONIO ARLAN BRUM NUNES,1
4301552,ANTONIO CARLOS GOMES DA SILVA,388
4301552,ANY MACHADO ORTIZ,33
4301552,ATENA BEAUVOIR ROVEDA,1
4301552,CARINA BELOME LEMES,2
4301552,CARLA IZABEL TORRES,1
4301552,CARLOS ALBERTO BENEDETTI,1
4301552,CARLOS AUGUSTO DA SILVA LOPES,5
4301552,CARLOS EDUARDO DA SILVA MONTEIRO,18
4301552,CLEBERSON PEREIRA GARDIN,1
4301552,CRISTIANO FERREIRA MORAES,1
4301552,DAIANA SILVA DOS SANTOS,4
4301552,DANRLEI DE DEUS HINTERHOLZ,51
4301552,DARCI POMPEO DE MATTOS,5
4301552,DIONILSO MATEUS MARCON,64
4301552,DIOGENES BERTHES DA SILVA,1
4301552,DOUGLAS DOS SANTOS,3
4301552,EDUARDO EVALDT MANIQUE,1
4301552,ELVINO JOSE BOHN GASS,61
4301552,ERIC LINS GRILO,1
4301552,EVELIN GARAGNANI,2
4301552,FABIO MAIA OSTERMANN,7
4301552,FELIPE ALEXANDRE KLEIN DIEHL,2
4301552,FERNANDA MELCHIONNA E SILVA,5
4301552,FRANCIANE ABADE BAYER MULLER,3
4301552,FRANCISCO CARLOS SOUZA SUMAQUE FILHO,1
4301552,GIANE CAMILLE LAUXEN,3
4301552,GIOVANI BATISTA FELTES,1
4301552,GIOVANI CHERINI,146
4301552,HENRIQUE MASCARENHAS DE SOUZA,1
4301552,INGRA COSTA E SILVA,3
4301552,JACKSON LUIS ARPINI,46
4301552,JEFERSON LUIZ DA ROSA FRANCA,1
4301552,JEFFERSON TIEGO DA SILVA,1
4301552,JOCELIN AZAMBUJA,1
4301552,JOCIMAR SANTOS DE JESUS,5
4301552,JOLISA DUARTE DE MATOS,1
4301552,JOSE ALBERTO REUS FORTUNATI,1
4301552,JOSE CARLOS SOARES,1
4301552,JOSE ALFONSO EBERT HAMM,3
4301552,JOSE OSEAS DA COSTA,5
4301552,JOVANI DOS SANTOS DA SILVA,1
4301552,JULIANA BRIZOLA,4
4301552,LASIER COSTA MARTINS,3
4301552,LINEKER PERRET,3
4301552,LISSANDRA DOS SANTOS THOMSEN,2
4301552,LUCIANO LEDUR PERSCH,1
4301552,LUCIANO LORENZINI ZUCCO,5
4301552,LUCIANO PALMA DE AZEVEDO,6
4301552,LUIS ANTONIO FRANCISCATTO COVATTI,15
4301552,LUIS FERNANDO THOME MALABARBA,1
4301552,LUIZ CARLOS GHIORZZI BUSATO,33
4301552,LIBIA MARIA SERPA AQUINO,1
4301552,MARCEL VAN HATTEM,16
4301552,MARCELO DE BRUM DA COSTA,3
4301552,MARCIO DELLA VALLE BIOLCHI,13
4301552,MARCOS ANTONIO LANDO,44
4301552,MARCOS DIAS FERREIRA,1
4301552,MARIA DO ROSARIO NUNES,12
4301552,MARIA EUNICE DIAS WOLF,29
4301552,MARIA TEREZA TAVARES FUJII,3
4301552,MARIO SANDER BRUCK,2
4301552,MARISOL SANTOS SILVA LAZZARI,2
4301552,MARLON ARATOR SANTOS DA ROSA,29
4301552,MAURICIO ALEXANDRE DZIEDRICKI,803
4301552,MAURICIO BEDIN MARCON,16
4301552,MAURO PEREIRA,2
4301552,MOVIMENTO DEMOCRATICO BRASILEIRO,6
4301552,MARCIO CHAGAS DA SILVA,1
4301552,NADIR TEREZINHA DA ROSA MACHADO,4
4301552,NELSON MARCHEZAN JUNIOR,2
4301552,NEREU CRISPIM,30
4301552,NESTOR PEDRO SCHWERTNER,1
4301552,PAULO ROBERTO SEVERO PIMENTA,8
4301552,PAULO VICENTE CALEFFI,1
4301552,PEDRO BANDARRA WESTPHALEN,34
4301552,PROGRESSISTAS,13
4301552,PARTIDO DEMOCRATICO TRABALHISTA,5
4301552,PARTIDO LIBERAL,10
4301552,PARTIDO SOCIAL DEMOCRATICO,1
4301552,PARTIDO SOCIALISMO E LIBERDADE,1
4301552,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
4301552,PARTIDO TRABALHISTA BRASILEIRO,1
4301552,PARTIDO DA CAUSA OPERARIA,1
4301552,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1
4301552,PARTIDO DOS TRABALHADORES,28
4301552,PATRIOTA,1
4301552,PODEMOS,5
4301552,REPUBLICANOS,5
4301552,ROGERIO PIZZATTO,7
4301552,RONALDO NOGUEIRA DE OLIVEIRA,4
4301552,SERGIO BERGONSI TURRA,23
4301552,TAMYRES FRANCIS CARVALHO FILGUEIRA,5
4301552,TELMO VIEIRA,1
4301552,UBIRATAN ANTUNES SANDERSON,11
4301552,VALDECIR PAULUS,2
4301552,VOTO BRANCO,248
4301552,VOTO NULO,60
4301552,ZALUAR SOARES DA SILVA,1
4321634,ABDIAS FELIPE FRANCO,1
4321634,ABRAO FERNANDES GODOIS,1
4321634,ADA CRISTINA MUNARETTO,5
4321634,ADRIANA LEITE DA SILVA,1
4321634,AFONSO ANTUNES DA MOTTA,2
4321634,AIRTON PEREIRA DA SILVA,2
4321634,ALCEU MOREIRA DA SILVA,89
4321634,ALCIBIO MESQUITA BIBO NUNES,3
4321634,ALENCART JOAO LOCH,30
4321634,ALEXANDRE DUARTE LINDENMEYER,4
4321634,ALINE DE OLIVEIRA KERBER,3
4321634,ANA CLAUDIA BITENCOURT CLAUDINO,6
4321634,ANACLETO ZANELLA,277
4321634,ANAXIMANDRO ZAMBONATTO PEZZIN,34
4321634,ANTONIO CARLOS GOMES DA SILVA,1
4321634,ANY MACHADO ORTIZ,30
4321634,BARBARA SUSAN DA SILVA RITTA,1
4321634,CARINA BELOME LEMES,1
4321634,CARLOS EDUARDO DA SILVA MONTEIRO,2
4321634,DAIANA SILVA DOS SANTOS,2
4321634,DANIEL PETTERLE SILVEIRA MUSSI,1
4321634,DANRLEI DE DEUS HINTERHOLZ,18
4321634,DARCI POMPEO DE MATTOS,166
4321634,DIONILSO MATEUS MARCON,38
4321634,DOUGLAS DOS SANTOS,5
4321634,EDILSON RODRIGUES ZAMBARDA,1
4321634,ELVINO JOSE BOHN GASS,14
4321634,FABIO MAIA OSTERMANN,8
4321634,FAVIO MARCEL TELIS GONZALEZ,1
4321634,FERNANDA MELCHIONNA E SILVA,4
4321634,FERNANDO EDISON DOMINGUES SOARES,1
4321634,FRANCIANE ABADE BAYER MULLER,37
4321634,FRANCIELE TAIS LINCK,1
4321634,FABIA ALMEIDA RICHTER,4
4321634,GIOVANI CHERINI,397
4321634,HEITOR JOSE SCHUCH,1
4321634,INGRA COSTA E SILVA,1
4321634,JACKSON LUIS ARPINI,85
4321634,JOCIMAR SANTOS DE JESUS,1
4321634,JONATHAN JEAN RODRIGUES,1
4321634,JORGE GABRIEL BARROS DE ALMEIDA,1
4321634,JOSE CARLOS SOARES,1
4321634,JOSE ALFONSO EBERT HAMM,1
4321634,JOAO ANTONIO MARTINS COSTA,3
4321634,JOAO ANTONIO PEREIRA MACHADO,1
4321634,JULIANA BRIZOLA,12
4321634,LASIER COSTA MARTINS,4
4321634,LUCIANO GUILHERME CESA,1
4321634,LUCIANO LEDUR PERSCH,2
4321634,LUCIANO LORENZINI ZUCCO,8
4321634,LUCIANO PALMA DE AZEVEDO,57
4321634,LUIS ANTONIO BENVEGNU,2
4321634,LUIS ANTONIO FRANCISCATTO COVATTI,4
4321634,LUIS VANDER ROSA DA LUZ,2
4321634,LUIZ CARLOS GHIORZZI BUSATO,54
4321634,LUIZ JACOMINI RIGHI FILHO,1
4321634,MARCEL VAN HATTEM,31
4321634,MARCIO DELLA VALLE BIOLCHI,130
4321634,MARCO ANTONIO DA ROSA MARCHAND,1
4321634,MARCOS ANTONIO LANDO,56
4321634,MARCOS BRUM PEIXOTO,1
4321634,MARIA DE LOURDES DOS SANTOS SPRENGER,1
4321634,MARIA DO ROSARIO NUNES,8
4321634,MARIA EUNICE DIAS WOLF,7
4321634,MARIA TEREZA TAVARES FUJII,1
4321634,MARIO SANDER BRUCK,2
4321634,MARLON ARATOR SANTOS DA ROSA,17
4321634,MAURICIO ALEXANDRE DZIEDRICKI,1
4321634,MAURICIO BEDIN MARCON,34
4321634,MAURO PEREIRA,1
4321634,MERILIN TIMMERMANN DESSBESELL,1
4321634,MOVIMENTO DEMOCRATICO BRASILEIRO,3
4321634,MARCIO PEREIRA FEIJO,1
4321634,NELSON MARCHEZAN JUNIOR,3
4321634,NEREU PIOVESAN,4
4321634,OSMAR GASPARINI TERRA,1
4321634,PAULO MINCARONE FILHO,6
4321634,PAULO ROBERTO SEVERO PIMENTA,22
4321634,PROGRESSISTAS,3
4321634,PARTIDO DEMOCRATICO TRABALHISTA,11
4321634,PARTIDO LIBERAL,7
4321634,PARTIDO REPUBLICANO DA ORDEM SOCIAL,1
4321634,PARTIDO SOCIALISMO E LIBERDADE,1
4321634,PARTIDO TRABALHISTA BRASILEIRO,1
4321634,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,2
4321634,PARTIDO DOS TRABALHADORES,12
4321634,PODEMOS,1
4321634,REPUBLICANOS,3
4321634,ROGERIO PIZZATTO,40
4321634,ROMER DOS SANTOS GUEX,1
4321634,SERGIO BERGONSI TURRA,6
4321634,UBIRATAN ANTUNES SANDERSON,17
4321634,VOTO BRANCO,151
4321634,VOTO NULO,67
4321634,WAGNER LUIS DE PAULA ROSA,1
4321634,ZALUAR SOARES DA SILVA,2
4313359,ADRIANO GUERRA STRACK,3
4313359,AFONSO ANTUNES DA MOTTA,1
4313359,ALCEU MOREIRA DA SILVA,12
4313359,ALCIBIO MESQUITA BIBO NUNES,2
4313359,ALENCART JOAO LOCH,1
4313359,ALEXANDRE DUARTE LINDENMEYER,13
4313359,ANTONIO CARLOS GOMES DA SILVA,7
4313359,ANY MACHADO ORTIZ,19
4313359,ARMANDO SCHNEIDER DA SILVA,2
4313359,ARNO VARLEI QUEVEDO,4
4313359,CARINA BELOME LEMES,1
4313359,CARLOS ALBERTO BENEDETTI,1
4313359,CARMEN ZOLEIKE FLORES INACIO,1
4313359,CLARICE CHIOMENTO MINOZZO,13
4313359,CLAUDINO FARIAS MURILLO JUNIOR,1
4313359,CIDADANIA,1
4313359,DAIANA SILVA DOS SANTOS,4
4313359,DALCISO EBERHARDT DE OLIVEIRA,5
4313359,DANIEL SOUZA DOS SANTOS,2
4313359,DANIEL TRZECIAK DUARTE,1
4313359,DANRLEI DE DEUS HINTERHOLZ,4
4313359,DARCI POMPEO DE MATTOS,4
4313359,DENISE DA SILVA PESSOA,231
4313359,DIONILSO MATEUS MARCON,87
4313359,DOUGLAS DOS SANTOS,17
4313359,ELVINO JOSE BOHN GASS,4
4313359,ERIC LINS GRILO,4
4313359,ERINEI ARMANDO LOCATELLI,1
4313359,FABIO BERNI REATEGUI,1
4313359,FABIO MAIA OSTERMANN,3
4313359,FELIPE AMARO FREITAS FERREIRA,1
4313359,FERNANDA MELCHIONNA E SILVA,7
4313359,FERNANDO PIRES BRANCO,3
4313359,FRANCIANE ABADE BAYER MULLER,5
4313359,FABIA ALMEIDA RICHTER,1
4313359,GIOVANI BATISTA FELTES,148
4313359,GIOVANI CHERINI,27
4313359,GISLAINE DE FATIMA SCHMIDT PRATE PIRES,1
4313359,HEITOR JOSE SCHUCH,207
4313359,JOSE ALBERTO REUS FORTUNATI,1
4313359,JOSE ANTONIO GAVA,1
4313359,JOSE ALFONSO EBERT HAMM,446
4313359,JULIANA BRIZOLA,4
4313359,LASIER COSTA MARTINS,10
4313359,LEANDRO ALVES DE ALMEIDA,2
4313359,LUCAS BELLO REDECKER,2
4313359,LUCIANO GUILHERME CESA,3
4313359,LUCIANO LEDUR PERSCH,1
4313359,LUCIANO LORENZINI ZUCCO,29
4313359,LUCIANO PALMA DE AZEVEDO,1
4313359,LUIS ANTONIO FRANCISCATTO COVATTI,39
4313359,LUIS FERNANDO THOME MALABARBA,3
4313359,LUIS VANDER ROSA DA LUZ,2
4313359,LUIZ CARLOS GHIORZZI BUSATO,1
4313359,MARCEL VAN HATTEM,78
4313359,MARCELO PIRES MORAES,8
4313359,MARCIO DELLA VALLE BIOLCHI,91
4313359,MARIA DA GLORIA MENEGOTTO,15
4313359,MARIA DE LOURDES DOS SANTOS SPRENGER,2
4313359,MARIA DO ROSARIO NUNES,5
4313359,MARIA EUNICE DIAS WOLF,2
4313359,MARIA LUIZA OLIVEIRA LOOSE,1
4313359,MARIA TEREZA TAVARES FUJII,2
4313359,MARISOL SANTOS SILVA LAZZARI,41
4313359,MARLI RIBEIRO SERPA,2
4313359,MARLON ARATOR SANTOS DA ROSA,10
4313359,MAURICIO ALEXANDRE DZIEDRICKI,10
4313359,MAURICIO BEDIN MARCON,379
4313359,MAURO PEREIRA,44
4313359,MOVIMENTO DEMOCRATICO BRASILEIRO,19
4313359,NELSON MARCHEZAN JUNIOR,7
4313359,NEREU CRISPIM,2
4313359,NESTOR PEDRO SCHWERTNER,1
4313359,OSMAR GASPARINI TERRA,67
4313359,PABLO FRAGA MENDES RIBEIRO,2
4313359,PAULO ADIR FERREIRA,1
4313359,PAULO AFONSO BURMANN,1
4313359,PAULO DE OLIVEIRA DOS SANTOS,1
4313359,PAULO ROBERTO SEVERO PIMENTA,10
4313359,PAULO VICENTE CALEFFI,88
4313359,PEDRO BANDARRA WESTPHALEN,1
4313359,PEDRO MACARI,1
4313359,PROGRESSISTAS,5
4313359,PARTIDO COMUNISTA BRASILEIRO,1
4313359,PARTIDO DEMOCRATICO TRABALHISTA,2
4313359,PARTIDO LIBERAL,6
4313359,PARTIDO NOVO,1
4313359,PARTIDO SOCIAL DEMOCRATICO,2
4313359,PARTIDO SOCIALISTA BRASILEIRO,1
4313359,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,4
4313359,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3
4313359,PARTIDO DOS TRABALHADORES,9
4313359,RAFAEL MOROSINI MIRANDA,3
4313359,REPUBLICANOS,6
4313359,RONALDO NOGUEIRA DE OLIVEIRA,9
4313359,ROSELE LEANE GOTTERT,1
4313359,SANDRO FIGUEIREDO DE OLIVEIRA,1
4313359,SERGIO UBIRAJARA DA SILVA ROSA,1
4313359,SOLIDARIEDADE,1
4313359,SERGIO BERGONSI TURRA,28
4313359,TELMO VIEIRA,1
4313359,UBIRATAN ANTUNES SANDERSON,10
4313359,UNIAO BRASIL,1
4313359,VALDECIR PAULUS,8
4313359,VELOCINO JOAO UEZ,7
4313359,VOTO BRANCO,158
4313359,VOTO NULO,117
4313359,WAGNER LUIS DE PAULA ROSA,2
4313359,WAGNER PETRINI,6
4313359,WELLINGTON MARINHO ANDRADE,1
4315156,ADA CRISTINA MUNARETTO,5
4315156,ADRIANO GUERRA STRACK,3
4315156,AFONSO ANTUNES DA MOTTA,9
4315156,AGIR,2
4315156,ALCEU MOREIRA DA SILVA,195
4315156,ALCIBIO MESQUITA BIBO NUNES,6
4315156,ALENCART JOAO LOCH,1
4315156,ALEXANDRE DUARTE LINDENMEYER,2
4315156,ANA MARIA INES LEHN,6
4315156,ANACLETO ZANELLA,1
4315156,ANDRESA CRISTINA DE SOUZA,1
4315156,ANDRE NUNES PACHECO,1
4315156,ANTONIO ARLAN BRUM NUNES,1
4315156,ANTONIO CARLOS GOMES DA SILVA,4
4315156,ANY MACHADO ORTIZ,6
4315156,ATENA BEAUVOIR ROVEDA,4
4315156,CATIUSCIA BUENO DOS SANTOS,2
4315156,CLAUDIA SCHIEDECK SOARES DE SOUZA,5
4315156,CLAUDINO FARIAS MURILLO JUNIOR,1
4315156,CRISTIANO FERREIRA MORAES,2
4315156,CIDADANIA,1
4315156,DAIANA DE OLIVEIRA LUZ,1
4315156,DAIANA SILVA DOS SANTOS,5
4315156,DALCISO EBERHARDT DE OLIVEIRA,1
4315156,DANIEL PETTERLE SILVEIRA MUSSI,1
4315156,DANRLEI DE DEUS HINTERHOLZ,12
4315156,DARCI POMPEO DE MATTOS,278
4315156,DENISE DA SILVA PESSOA,1
4315156,DIONILSO MATEUS MARCON,7
4315156,DIOGENES BERTHES DA SILVA,9
4315156,DORIS DENISE NEUMANN,1
4315156,DOUGLAS DOS SANTOS,17
4315156,EDUARDO LUIS RUPPENTHAL,6
4315156,ELVINO JOSE BOHN GASS,385
4315156,ENIO EGON BERGMANN BACCI,85
4315156,ERIC LINS GRILO,2
4315156,FABIO MAIA OSTERMANN,7
4315156,FELIPE ALEXANDRE KLEIN DIEHL,17
4315156,FERNANDA MELCHIONNA E SILVA,33
4315156,FLAVIA CRISTINA ABREU,1
4315156,GIOVANI BATISTA FELTES,229
4315156,GIOVANI CHERINI,149
4315156,HEITOR JOSE SCHUCH,19
4315156,HUMBERTO MATOS DE OLIVEIRA,1
4315156,IDAIR LANZARIN,1
4315156,ISRAEL KUJAWA,1
4315156,JADERSON TOLEDO MARETOLI,3
4315156,JOACIR PICOLOTTO,1
4315156,JOAO CARLOS BOGORNI,1
4315156,JOSE ALBERTO REUS FORTUNATI,2
4315156,JOSE ALFONSO EBERT HAMM,213
4315156,JOSE RICARDO ADAMY DA ROSA,1
4315156,JOAO ANTONIO MARTINS COSTA,1
4315156,JOAO ANTONIO PEREIRA MACHADO,1
4315156,JULIANA BRIZOLA,9
4315156,KAREN ALINE LANNES LOPES,3
4315156,LASIER COSTA MARTINS,2
4315156,LISSANDRA DOS SANTOS THOMSEN,4
4315156,LUCAS BELLO REDECKER,214
4315156,LUCIANE MANFRO,1
4315156,LUCIANO LEDUR PERSCH,1
4315156,LUCIANO LORENZINI ZUCCO,47
4315156,LUCIANO PALMA DE AZEVEDO,123
4315156,LUIS ANTONIO FRANCISCATTO COVATTI,21
4315156,LUIS FERNANDO THOME MALABARBA,3
4315156,LUIZ CARLOS GHIORZZI BUSATO,7
4315156,MARA LUIZA DA SILVA GROSS,1
4315156,MARA ROSANE RODRIGUES,1
4315156,MARCEL MARTINS FRISON,1
4315156,MARCEL VAN HATTEM,51
4315156,MARCELO DE BRUM DA COSTA,4
4315156,MARCELO PIRES MORAES,799
4315156,MARCIO DELLA VALLE BIOLCHI,245
4315156,MARCO AURELIO SOARES ALBA,3
4315156,MARCONI DA SILVA OLGUINS,1
4315156,MARIA DE LOURDES DOS SANTOS SPRENGER,4
4315156,MARIA DO ROSARIO NUNES,34
4315156,MARIA EUNICE DIAS WOLF,1
4315156,MARIA TEREZA TAVARES FUJII,2
4315156,MARISTELA PANEGALLI,1
4315156,MARLON ARATOR SANTOS DA ROSA,116
4315156,MAURICIO ALEXANDRE DZIEDRICKI,12
4315156,MAURICIO BEDIN MARCON,46
4315156,MERILIN TIMMERMANN DESSBESELL,3
4315156,MICHELE EDYALA WEGLER,2
4315156,MILTON INACIO DA SILVA,1
4315156,MOISES DA SILVA BARBOZA,15
4315156,MOVIMENTO DEMOCRATICO BRASILEIRO,7
4315156,MARCIO CHAGAS DA SILVA,2
4315156,NELSON MARCHEZAN JUNIOR,5
4315156,NEREU CRISPIM,3
4315156,OSMAR GASPARINI TERRA,4
4315156,PABLO FRAGA MENDES RIBEIRO,1
4315156,PAOLA ALVES SALDIVIA,3
4315156,PAULA MELINA TABORDA LEMOS,3
4315156,PAULO ADIR FERREIRA,2
4315156,PAULO AFONSO BURMANN,1
4315156,PAULO ROBERTO DA SILVA FLORES,1
4315156,PAULO ROBERTO SEVERO PIMENTA,77
4315156,PAULO VICENTE CALEFFI,1
4315156,PEDRO BANDARRA WESTPHALEN,137
4315156,PRISCILA VOIGT SEVERIANO,1
4315156,PROGRESSISTAS,10
4315156,PARTIDO COMUNISTA BRASILEIRO,3
4315156,PARTIDO DEMOCRATICO TRABALHISTA,20
4315156,PARTIDO LIBERAL,25
4315156,PARTIDO NOVO,1
4315156,PARTIDO SOCIAL DEMOCRATICO,3
4315156,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
4315156,PARTIDO TRABALHISTA BRASILEIRO,2
4315156,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4
4315156,PARTIDO DOS TRABALHADORES,35
4315156,PATRIOTA,1
4315156,PODEMOS,2
4315156,REGINETE SOUZA BISPO,1
4315156,RENATO DELMAR MOLLING,3
4315156,REPUBLICANOS,4
4315156,RICARDO WAGNER,11
4315156,ROBSON SA DA COSTA,1
4315156,RONALDO NOGUEIRA DE OLIVEIRA,2
4315156,ROSSANO DOTTO GONCALVES,2
4315156,SILVIA MARIA STAUB SCHIRRMANN,1
4315156,SERGIO BERGONSI TURRA,4
4315156,UBIRATAN ANTUNES SANDERSON,102
4315156,UNIAO BRASIL,2
4315156,VILMAR LOURENCO,11
4315156,VIVIANE PAULA DA SILVA PINTO,1
4315156,VOTO BRANCO,224
4315156,VOTO NULO,66
4315156,WAMBERT GOMES DI LORENZO,2
4315156,ZALUAR SOARES DA SILVA,1
4315156,EDERSON GUSTAVO DE SOUZA FERREIRA,2
4315156,EDSON ROIS DE LIMA FERREIRA,2
4314555,ADEMIR JOSE ANDRIOLI GONZATTO,269
4314555,ALBERTO FRANTZ JUNIOR,6
4314555,ALCEU MOREIRA DA SILVA,3
4314555,ALCIBIO MESQUITA BIBO NUNES,1
4314555,ALENCART JOAO LOCH,1
4314555,ALEXANDRE DUARTE LINDENMEYER,6
4314555,ANA MARIA INES LEHN,11
4314555,ANDERSON BRAGA DORNELES,4
4314555,ANDERSON NARCISO FERREIRA,1
4314555,ANTONIO ARLAN BRUM NUNES,2
4314555,ANTONIO CARLOS GOMES DA SILVA,2
4314555,ANTONIO CARLOS MAURENTE DA ROCHA,2
4314555,ANY MACHADO ORTIZ,7
4314555,AVANTE,2
4314555,CARINA BELOME LEMES,1
4314555,CARLOS ALBERTO BENEDETTI,1
4314555,CARLOS AUGUSTO DA SILVA LOPES,1
4314555,CATIUSCIA BUENO DOS SANTOS,1
4314555,CHARLES BERNHARD SCHULLE,2
4314555,DAIANA SILVA DOS SANTOS,2
4314555,DANIEL PETTERLE SILVEIRA MUSSI,1
4314555,DANIEL TRZECIAK DUARTE,1
4314555,DANRLEI DE DEUS HINTERHOLZ,3
4314555,DARCI POMPEO DE MATTOS,46
4314555,DENISE DA SILVA PESSOA,3
4314555,DIONILSO MATEUS MARCON,26
4314555,DOUGLAS DOS SANTOS,2
4314555,EDUARDO EVALDT MANIQUE,1
4314555,ELVINO JOSE BOHN GASS,175
4314555,ENIO EGON BERGMANN BACCI,1
4314555,ERIC LINS GRILO,13
4314555,FAVIO MARCEL TELIS GONZALEZ,8
4314555,FERNANDA MELCHIONNA E SILVA,3
4314555,FRANCIANE ABADE BAYER MULLER,1
4314555,FABIA ALMEIDA RICHTER,1
4314555,GIOVANI BATISTA FELTES,58
4314555,GIOVANI CHERINI,6
4314555,HEITOR JOSE SCHUCH,15
4314555,HENRIQUE MASCARENHAS DE SOUZA,1
4314555,INGRA COSTA E SILVA,1
4314555,JAQUELINE APARECIDA VIDAL MOREIRA,1
4314555,JOCIMAR SANTOS DE JESUS,5
4314555,JOSE CARLOS BARBOSA ZACCARO,2
4314555,JOSE ALFONSO EBERT HAMM,30
4314555,JOAO ANTONIO MARTINS COSTA,1
4314555,JULIANA BRIZOLA,21
4314555,LASIER COSTA MARTINS,3
4314555,LAURO ROBERTO LINDEMANN HAGEMANN,1
4314555,LEANDRO ALVES DE ALMEIDA,1
4314555,LEONEL JOSE MOREM MATIAS,1
4314555,LUCIANO LORENZINI ZUCCO,3
4314555,LUIS ANTONIO FRANCISCATTO COVATTI,61
4314555,LUIS FERNANDO THOME MALABARBA,3
4314555,LUCIA ANITA TEIXEIRA DE LIMA,1
4314555,MARCEL MARTINS FRISON,1
4314555,MARCEL VAN HATTEM,2
4314555,MARCELO DE BRUM DA COSTA,1
4314555,MARCIO DELLA VALLE BIOLCHI,227
4314555,MARCO AURELIO SOARES ALBA,35
4314555,MARCOS BRUM PEIXOTO,6
4314555,MARIA DA GLORIA MENEGOTTO,13
4314555,MARIA DO ROSARIO NUNES,17
4314555,MARIA TEREZA TAVARES FUJII,3
4314555,MARLON ARATOR SANTOS DA ROSA,8
4314555,MAURICIO BEDIN MARCON,24
4314555,MOVIMENTO DEMOCRATICO BRASILEIRO,12
4314555,NELSON MARCHEZAN JUNIOR,2
4314555,NERISSON LUIZ DOS SANTOS OLIVEIRA,1
4314555,NEVTON DA SILVA GOMES,12
4314555,ODELTO ROQUE CAPELETTI,1
4314555,OSMAR GASPARINI TERRA,138
4314555,PABLO FRAGA MENDES RIBEIRO,1
4314555,PAULO AFONSO BURMANN,2
4314555,PAULO ROBERTO DA SILVA FLORES,4
4314555,PAULO ROBERTO SEVERO PIMENTA,37
4314555,PEDRO BANDARRA WESTPHALEN,62
4314555,PROGRESSISTAS,13
4314555,PARTIDO DEMOCRATICO TRABALHISTA,16
4314555,PARTIDO LIBERAL,4
4314555,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
4314555,PARTIDO TRABALHISTA BRASILEIRO,2
4314555,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,2
4314555,PARTIDO DOS TRABALHADORES,26
4314555,RENAN SILVA DOS SANTOS,2
4314555,RENATO DELMAR MOLLING,2
4314555,REPUBLICANOS,1
4314555,ROGERIO CHIMANSKI DA FONTOURA,1
4314555,RONALDO NOGUEIRA DE OLIVEIRA,6
4314555,SERGIO BERGONSI TURRA,20
4314555,UBIRATAN ANTUNES SANDERSON,67
4314555,VOTO BRANCO,90
4314555,VOTO NULO,20
4314555,WAGNER LUIS DE PAULA ROSA,1
4314555,WAGNER PETRINI,1
4314555,ZALUAR SOARES DA SILVA,2
4314555,EDSON ROIS DE LIMA FERREIRA,1
4310850,ADA CRISTINA MUNARETTO,1
4310850,ADRIANO GUERRA STRACK,3
4310850,AFONSO ANTUNES DA MOTTA,165
4310850,ALCEU MOREIRA DA SILVA,127
4310850,ALCIBIO MESQUITA BIBO NUNES,10
4310850,ALENCART JOAO LOCH,12
4310850,ALEXANDRE DUARTE LINDENMEYER,1
4310850,ANDERSON BRAGA DORNELES,4
4310850,ANTONIO CARLOS GOMES DA SILVA,5
4310850,ANY MACHADO ORTIZ,19
4310850,CARLOS ALBERTO BENEDETTI,12
4310850,CARLOS AUGUSTO DA SILVA LOPES,10
4310850,CATIUSCIA BUENO DOS SANTOS,1
4310850,CLAUDIA SCHIEDECK SOARES DE SOUZA,1
4310850,CLENIO FAVIN,6
4310850,CLAUDIA REGINA MENDES AVILA,1
4310850,CIDADANIA,1
4310850,DAIANA DE OLIVEIRA LUZ,1
4310850,DAIANA SILVA DOS SANTOS,2
4310850,DANIEL PETTERLE SILVEIRA MUSSI,2
4310850,DANIEL TRZECIAK DUARTE,6
4310850,DANRLEI DE DEUS HINTERHOLZ,8
4310850,DARCI POMPEO DE MATTOS,150
4310850,DARI DA SILVA,2
4310850,DENISE DA SILVA PESSOA,4
4310850,DIONILSO MATEUS MARCON,398
4310850,DIOGENES BERTHES DA SILVA,1
4310850,DOUGLAS DOS SANTOS,5
4310850,EDUARDO EVALDT MANIQUE,1
4310850,ELVINO JOSE BOHN GASS,73
4310850,ERIC LINS GRILO,1
4310850,FABIO MAIA OSTERMANN,2
4310850,FELIPE ESPOSITO CORDEIRO,1
4310850,FERNANDA MELCHIONNA E SILVA,8
